Programa,Año aprobación,Sector económico,Tipo de persona beneficiada,País procedencia emprendimiento,Region procedencia emprendimiento,Región,Monto financiamiento aprobado,Número de integrantes,Género del integrante 1 del equipo,Nacionalidad integrante 1 del equipo,Rol integrante 1,Área educación superior integrante 1,Experiencia laboral integrante 1,Emprendimientos previos del integrante 1,Género del integrante 2 del equipo,Nacionalidad integrante 2 del equipo,Rol integrante 2,Área educación superior integrante 2,Experiencia laboral integrante 2,Emprendimientos previos del integrante 2,Género del integrante 3 del equipo,Nacionalidad integrante 3 del equipo,Rol integrante 3,Área educación superior integrante 3,Experiencia laboral integrante 3,Emprendimientos previos del integrante 3,Incorporado,Alcance del proyecto,País inicial de ejecución,Tipo de producto,Grado de innovación,Tipo de clientes,Canal adquisición nuevos clientes y/o usuarios,Canal adquisición ... - A través de entidades que reúnen a clientes potenciales,Canal adquisición ... - Eventos y/o participación en ferias,Canal adquisición ... - Marketing de contenidos,Canal adquisición ... - Publicidad online pagada,Canal adquisición ... - Redes sociales,Canal adquisición ... - Otros,Canales de venta existentes,Canales de venta ... - Venta directa (Vendedores),Canales de venta ... - Venta por internet,Canales de venta ... - Distribuidores,Canales de venta ... - Canales de empresa madre (Filial),Canales de venta ... - Representante de ventas,Canales de venta ... - Oficinas comerciales propias,Canales de venta ... - Otro,Mentor o consultor,Protección del producto o servicio a través de la obtención de patentes,Etapa de desarrollo del proyecto,Emprendimiento operativo 2015,Emprendimiento operativo 2016,Año cese de actividades 2016,Emprendimiento operativo 2017,Año cese de actividades 2017,Razón del cese de operaciones 2017,Razón el emprendimiento cerró 2017,Emprendimiento operativo 2018,Año cese de actividades 2018,Razón del cese de operaciones 2018,Razón el emprendimiento cerró 2018,El emprendimiento fue vendido o fusionado 2017,Año en que fue vendido o fusionado el emprendimiento 2017,El emprendimiento fue vendido o fusionado 2018,Año en que fue vendido o fusionado el emprendimiento 2018,Ventas nacionales por tramos 2015,Ventas nacionales por tramos 2016,Ventas nacionales por tramos 2017,Ventas nacionales acumuladas por tramos hasta 2015,Ventas nacionales acumuladas por tramos hasta 2016,Ventas nacionales acumuladas por tramos hasta 2017,Exportaciones por tramos 2015,Exportaciones acumuladas por tramos hasta 2015,Ventas extranjero por tramos 2016,Ventas extranjero por tramos 2017,Ventas acumuladas extranjero por tramos hasta 2016,Ventas acumuladas extranjero por tramos hasta 2017,Capital privado nacional por tramos hasta 2015,Capital privado nacional por tramos hasta 2016,Capital privado nacional por tramos hasta 2017,Capital privado extranjero por tramos hasta 2015,Capital privado extranjero por tramos hasta 2016,Capital privado extranjero por tramos hasta 2017,Empleados por tramos 2015,Empleados por tramos 2016,Empleados part time por tramos 2016,Empleados por tramos 2017,Empleados por tramos 2018,Empleados part time por tramos 2017,Empleados part time por tramos 2018,Continentes donde vende 2017,Continentes donde vende 2018,Países donde venden 2017,Número de países donde vende 2017,Países donde venden 2018,Número de países donde vende 2018,Sobrevivencia 2017,Sobrevivencia 2018
Programa Regional de Apoyo al Emprendimiento,2018,Informática y tecnologías de la información,Persona jurídica,Chile,Región de Antofagasta,Región de Antofagasta,25000000,3,Mujer,Chile,,,,,,,,,,,,,,,,,,Global,,Servicio,Integración de tecnología,Personas,Redes sociales,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,Venta por internet,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Concepto,,,,,,,,,,,,,,,,,,$5.000.001 - $20.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Turismo,Persona natural,Chile,Región de Antofagasta,Región de Antofagasta,25000000,1,,,,,,,,,,,,,,,,,,,,Global,,Servicio,Innovación incremental,Empresas/institución,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No,,Vendiendo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Turismo,Persona natural,Chile,Región de Antofagasta,Región de Antofagasta,25000000,3,,,,,,,,,,,,,,,,,,,,Nacional,,Software,Integración de tecnología,Personas,Redes sociales,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No,,Concepto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Otros,Persona jurídica,Chile,Región de Antofagasta,Región de Antofagasta,25000000,3,Mujer,Chile,Comercial,Ciencias exactas y naturales,15,,Hombre,Chile,Operacional,Ciencias exactas y naturales,15,,Hombre,Chile,Técnico,Arte y arquitectura,2,,,Regional,,Producto físico,Innovación incremental,Empresas/institución,A través de entidades que reúnen a clientes potenciales,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No,,Vendiendo,,,,,,,,,,,,,,,,,,$1 - $5.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Alimentos,Persona jurídica,Chile,Región de Antofagasta,Región de Antofagasta,25000000,4,,,,,,,,,,,,,,,,,,,,Global,,Producto físico,Innovación nacional,Empresas/institución,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Distribuidores,No seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Concepto,,,,,,,,,,,,,,,,,,$1 - $5.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Comercio,Persona jurídica,Chile,Región de Antofagasta,Región de Antofagasta,25000000,5,,,,,,,,,,,,,,,,,,,,Nacional,,Software,Innovación incremental,Empresas/institución,Otros,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Vendiendo,,,,,,,,,,,,,,,,,,$5.000.001 - $20.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Comercio,Persona natural,Chile,Región de Antofagasta,Región de Antofagasta,25000000,2,,,,,,,,,,,,,,,,,,,,Latinoamérica,,Servicio,Innovación nacional,Empresas/institución,Redes sociales,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Concepto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Informática y tecnologías de la información,Persona jurídica,Chile,Región de Antofagasta,Región de Antofagasta,25000000,3,,,,,,,,,,,,,,,,,,,,Global,,Software,Innovación nacional,Personas,Otros,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,Venta por internet,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Concepto,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Multisectorial,Persona jurídica,Chile,Región de Antofagasta,Región de Antofagasta,25000000,3,Mujer,Chile,,,,,Hombre,Chile,Técnico,Tecnología,,,Hombre,Chile,,,,,,Nacional,,Servicio,Integración de tecnología,Empresas/institución,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No,,Vendiendo,,,,,,,,,,,,,,,,,,$20.000.001 - $50.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Alimentos,Persona jurídica,Chile,Región de los Ríos,Región de los Ríos,25000000,4,Mujer,Chile,Técnico,Administración y comercio,,,Mujer,Chile,Operacional,Ciencias exactas y naturales,,,Hombre,Chile,Financiero,Administración y comercio,,,,Global,,Producto físico,Innovación incremental,Personas,Redes sociales,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,"Venta por internet,Distribuidores",No seleccionado,Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Vendiendo,,,,,,,,,,,,,,,,,,$1 - $5.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Otros,Persona natural,Chile,Región de los Ríos,Región de los Ríos,25000000,4,Hombre,Chile,Operacional,Ciencias exactas y naturales,,,Hombre,Chile,Comercial,Administración y comercio,,,Hombre,Chile,Técnico,Tecnología,,,,Nacional,,Servicio,Innovación incremental,Personas,Redes sociales,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,"Venta directa (Vendedores),Venta por internet",Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No,El producto o servicio es patentable pero no se ha ingresado la solicitud,Concepto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Agropecuaria,Persona jurídica,Chile,Región de los Ríos,Región de los Ríos,20000000,2,Mujer,Chile,Comercial,Arte y arquitectura,,,Mujer,Chile,Operacional,Administración y comercio,,,,,,,,,,Latinoamérica,,Producto físico,Innovación nacional,Empresas/institución,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,"Venta directa (Vendedores),Distribuidores",Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Vendiendo,,,,,,,,,,,,,,,,,,$20.000.001 - $50.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Agropecuaria,Persona natural,Chile,Región de los Ríos,Región de los Ríos,25000000,3,Hombre,Chile,Operacional,Ciencias exactas y naturales,,,Hombre,Venezuela,Técnico,Ciencias exactas y naturales,,,Hombre,Chile,Comercial,Ciencias exactas y naturales,,,,Nacional,,Producto físico,Innovación nacional,Empresas/institución,Otros,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,,,,,,,,,Sí,,Concepto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Alimentos,Persona natural,Chile,Región de los Ríos,Región de los Ríos,15000000,2,Hombre,Chile,Comercial,Administración y comercio,,,Hombre,Chile,Técnico,Arte y arquitectura,,,,,,,,,,Nacional,,Producto físico,Innovación incremental,Personas,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,Sí,,Concepto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Informática y tecnologías de la información,Persona natural,Chile,Región de los Ríos,Región de los Ríos,25000000,2,Hombre,Chile,Técnico,Tecnología,,,Mujer,Chile,Operacional,Salud,,,,,,,,,,Global,,Software,Integración de tecnología,Empresas/institución,Redes sociales,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,,,,,,,,,No,,Concepto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Otros,Persona natural,Chile,Región de los Ríos,Región de los Ríos,20000000,3,Hombre,Chile,Técnico,Ciencias exactas y naturales,,,Hombre,Chile,Operacional,Ciencias exactas y naturales,,,Hombre,Chile,Comercial,Ciencias exactas y naturales,,,,Nacional,,Producto físico,Innovación incremental,Empresas/institución,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,Sí,,Concepto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Alimentos,Persona jurídica,Chile,Región de los Ríos,Región de los Ríos,20000000,6,Mujer,Chile,Operacional,Ciencias sociales,,,Hombre,Chile,Comercial,Administración y comercio,,,Hombre,Chile,Técnico,Ciencias exactas y naturales,,,,Nacional,,Producto físico,Innovación incremental,Personas,Redes sociales,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,"Venta directa (Vendedores),Distribuidores",Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Vendiendo,,,,,,,,,,,,,,,,,,$1 - $5.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Otros,Persona jurídica,Chile,Región de los Ríos,Región de los Ríos,25000000,4,Mujer,Chile,Comercial,Administración y comercio,,,Hombre,Chile,Técnico,Ciencias exactas y naturales,,,Hombre,Chile,Operacional,Ciencias exactas y naturales,,,,Nacional,,Producto físico,Innovación nacional,Empresas/institución,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,Sí,,Concepto,,,,,,,,,,,,,,,,,,$20.000.001 - $50.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Alimentos,Persona natural,Chile,Región de los Ríos,Región de los Ríos,25000000,3,Hombre,Chile,Operacional,Administración y comercio,,,Hombre,Chile,Técnico,Agropecuaria,,,Hombre,Chile,Comercial,Administración y comercio,,,,Nacional,,Producto físico,Innovación nacional,Empresas/institución,Redes sociales,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,,,,,,,,,Sí,,Concepto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Publicidad e industrias creativas,Persona natural,Chile,Región de los Ríos,Región de los Ríos,25000000,3,Mujer,Chile,Operacional,Salud,,,Hombre,Chile,Técnico,Agropecuaria,,,Hombre,Chile,,Derecho,,,,Global,,Producto físico,Innovación incremental,Ambos,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Venta por internet,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Concepto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Pesca y acuicultura,Persona natural,Chile,Región de los Ríos,Región de los Ríos,25000000,6,Hombre,Chile,Operacional,Ciencias exactas y naturales,,,Hombre,Chile,Técnico,Ciencias exactas y naturales,,,Hombre,,Técnico,Salud,,,,Global,,Servicio,Innovación disruptiva,Empresas/institución,Eventos y/o participación en ferias,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,,,,,,,,,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Concepto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Otros,Persona natural,Chile,Región de los Ríos,Región de los Ríos,25000000,5,Hombre,Chile,Operacional,Arte y arquitectura,,,Mujer,Chile,Técnico,Ciencias exactas y naturales,,,Hombre,Chile,Comercial,Administración y comercio,,,,Global,,Producto físico,Innovación disruptiva,Ambos,A través de entidades que reúnen a clientes potenciales,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Distribuidores,No seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No,,Concepto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Manufactura,Persona natural,Chile,Región de los Ríos,Región de los Ríos,25000000,2,Hombre,Chile,Operacional,Ciencias exactas y naturales,,,Mujer,Chile,Comercial,Arte y arquitectura,,,,,,,,,,Global,,Producto físico,Innovación disruptiva,Personas,Redes sociales,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,"Venta por internet,Distribuidores",No seleccionado,Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No,,Vendiendo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Alimentos,Persona jurídica,Chile,Región de los Ríos,Región de los Ríos,25000000,4,Mujer,Chile,Comercial,Humanidades,,,Hombre,Chile,Operacional,Ciencias exactas y naturales,,,Hombre,Chile,Técnico,Ciencias exactas y naturales,,,,Global,,Producto físico,Innovación nacional,Empresas/institución,Otros,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No,,Concepto,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
Programa Regional de Apoyo al Emprendimiento,2018,Multisectorial,Persona jurídica,Chile,Región de los Ríos,Región de los Ríos,25000000,5,Mujer,Chile,Comercial,Administración y comercio,,,Hombre,Chile,Técnico,Tecnología,,,Mujer,Chile,Comercial,Administración y comercio,,,,Latinoamérica,,Servicio,Innovación disruptiva,Empresas/institución,Redes sociales,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,,Concepto,,,,,,,,,,,,,,,,,,$1 - $5.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
SSAF Desafío,2018,Alimentos,Persona jurídica,Chile,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins,7920000,2,Hombre,Chile,Comercial,Administración y comercio,4,2,Mujer,Chile,Operacional,Ciencias sociales,2,1,,,,,,,,Global,,Producto físico,Innovación nacional,Ambos,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias,Marketing de contenidos,Publicidad online pagada,Redes sociales",Seleccionado,Seleccionado,Seleccionado,Seleccionado,Seleccionado,No seleccionado,"Venta directa (Vendedores),Venta por internet,Distribuidores",Seleccionado,Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No,El producto o servicio no es patentable,Trabajando en el desarrollo del prototipo,,,,,,,,,,,,,,,,,,$5.000.001 - $20.000.000,0,,,0,0,,,,,,,,,,,,1-3,1-3,,,,,,Latinoamérica,,0,Chile,1,,Sí
SSAF Desafío,2018,Alimentos,Persona natural,Chile,Región Metropolitana,Región Metropolitana,12000000,2,Hombre,Chile,Técnico,Administración y comercio,7,3,Hombre,Chile,Comercial,Administración y comercio,7,6,,,,,,,,Nacional,,Producto físico,Innovación nacional,Personas,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias,Marketing de contenidos,Publicidad online pagada",Seleccionado,Seleccionado,Seleccionado,Seleccionado,No seleccionado,No seleccionado,"Venta directa (Vendedores),Venta por internet,Distribuidores,Otro",Seleccionado,Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,Sí,El producto o servicio no es patentable,Producto funcional con usuarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
SSAF Desafío,2018,Minería y metalmecánica,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,12000000,2,Hombre,Chile,Técnico,Tecnología,8,0,Hombre,Chile,Técnico,Tecnología,15,0,,,,,,,,Global,,Servicio,Innovación disruptiva,Empresas/institución,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias",Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No,El producto o servicio es patentable pero no se ha ingresado la solicitud,Trabajando en el desarrollo del prototipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
SSAF Desafío,2018,Minería y metalmecánica,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,12000000,3,Hombre,Chile,Comercial,Administración y comercio,1,0,Hombre,Chile,Técnico,Tecnología,45,1,Hombre,Chile,Operacional,Tecnología,46,1,,Nacional,,Producto físico,Innovación incremental,Empresas/institución,A través de entidades que reúnen a clientes potenciales,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,"Venta directa (Vendedores),Distribuidores,Canales de empresa madre (Filial)",Seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,Sí,El producto o servicio tiene patente,Trabajando en el desarrollo del prototipo,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
SSAF Desafío,2018,Minería y metalmecánica,Persona jurídica,Chile,Región de Tarapacá,Región de Tarapacá,12000000,2,Hombre,Chile,Financiero,Administración y comercio,35,1,Hombre,Chile,Operacional,Ciencias exactas y naturales,17,1,,,,,,,,Global,,Hardware,Innovación disruptiva,Empresas/institución,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias,Marketing de contenidos,Publicidad online pagada,Redes sociales",Seleccionado,Seleccionado,Seleccionado,Seleccionado,Seleccionado,No seleccionado,"Venta directa (Vendedores),Venta por internet,Canales de empresa madre (Filial),Oficinas comerciales propias",Seleccionado,Seleccionado,No seleccionado,Seleccionado,No seleccionado,Seleccionado,No seleccionado,No,El producto o servicio es patentable pero no se ha ingresado la solicitud,Producto funcional con usuarios,,,,,,,,,,,,,,,,,,$800.000.001 - $1.200.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
SSAF Desafío,2018,Minería y metalmecánica,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,12000000,2,Mujer,Chile,Técnico,Ciencias exactas y naturales,20,1,Hombre,Chile,Comercial,Administración y comercio,5,2,,,,,,,,Regional,,Producto físico,Integración de tecnología,Empresas/institución,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias",Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,"Venta directa (Vendedores),Distribuidores,Representante de ventas",Seleccionado,No seleccionado,Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Trabajando en el desarrollo del prototipo,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
SSAF Desafío,2018,Minería y metalmecánica,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,12000000,8,Hombre,Chile,Operacional,Ciencias exactas y naturales,3,2,Hombre,Chile,Comercial,Administración y comercio,3,2,Hombre,Chile,Operacional,Tecnología,15,6,,Nacional,,Hardware,Integración de tecnología,Empresas/institución,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias,Marketing de contenidos",Seleccionado,Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,"Venta directa (Vendedores),Representante de ventas,Oficinas comerciales propias",Seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,Seleccionado,No seleccionado,No,El producto o servicio es patentable pero no se ha ingresado la solicitud,Trabajando en el desarrollo del prototipo,,,,,,,,,,,,,,,,,,$5.000.001 - $20.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
SSAF Desafío,2018,Minería y metalmecánica,Persona jurídica,Chile,Región de Valparaíso,Región de Atacama,8000000,3,Hombre,Chile,Operacional,Ciencias exactas y naturales,20,3,Hombre,Chile,Técnico,Ciencias exactas y naturales,3,2,Hombre,Chile,Técnico,Ciencias exactas y naturales,3,2,,Global,,Servicio,Integración de tecnología,Empresas/institución,"Eventos y/o participación en ferias,Otros",No seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,Venta directa (Vendedores),Seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No seleccionado,No,El producto o servicio tiene patente,Producto funcional con usuarios,,,,,,,,,,,,,,,,,,$150.000.001 - $300.000.000,,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,,0,Chile,1,,Sí
SSAF Desafío,2018,Minería y metalmecánica,Persona natural,Chile,Región de Valparaíso,Región de Atacama,8000000,4,Mujer,Chile,Operacional,Ciencias exactas y naturales,12,2,Hombre,Chile,Comercial,Tecnología,17,2,Hombre,Chile,Técnico,Tecnología,37,0,,Global,,Servicio,Innovación incremental,Empresas/institución,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias,Otros",Seleccionado,Seleccionado,No seleccionado,No seleccionado,No seleccionado,Seleccionado,"Venta directa (Vendedores),Distribuidores,Oficinas comerciales propias",Seleccionado,No seleccionado,Seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,Sí,El producto o servicio es patentable pero no se ha ingresado la solicitud,Producto funcional con usuarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
SSAF Desafío,2018,Minería y metalmecánica,Persona natural,Chile,Región de Antofagasta,Región de Atacama,8000000,3,Mujer,,,,,,Hombre,Chile,Comercial,Administración y comercio,18,4,Hombre,Chile,Técnico,Tecnología,50,2,,Global,,Servicio,Innovación disruptiva,Empresas/institución,"A través de entidades que reúnen a clientes potenciales,Eventos y/o participación en ferias,Redes sociales",Seleccionado,Seleccionado,No seleccionado,No seleccionado,Seleccionado,No seleccionado,"Venta directa (Vendedores),Canales de empresa madre (Filial),Representante de ventas,Oficinas comerciales propias",Seleccionado,No seleccionado,No seleccionado,Seleccionado,Seleccionado,Seleccionado,No seleccionado,Sí,El producto o servicio tiene patente,Vendiendo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,Sí
