Programa,Año aprobación,Sector económico,Tipo de persona beneficiada,País procedencia emprendimiento,Region procedencia emprendimiento,Región,Monto financiamiento aprobado,Número de integrantes,Género del integrante 1 del equipo,Nacionalidad integrante 1 del equipo,Rol integrante 1,Área educación superior integrante 1,Experiencia laboral integrante 1,Emprendimientos previos del integrante 1,Género del integrante 2 del equipo,Nacionalidad integrante 2 del equipo,Rol integrante 2,Área educación superior integrante 2,Experiencia laboral integrante 2,Emprendimientos previos del integrante 2,Género del integrante 3 del equipo,Nacionalidad integrante 3 del equipo,Rol integrante 3,Área educación superior integrante 3,Experiencia laboral integrante 3,Emprendimientos previos del integrante 3,Incorporado,Alcance del proyecto,País inicial de ejecución,Tipo de producto,Grado de innovación,Tipo de clientes,Canal adquisición nuevos clientes y/o usuarios,Canal adquisición ... - A través de entidades que reúnen a clientes potenciales,Canal adquisición ... - Eventos y/o participación en ferias,Canal adquisición ... - Marketing de contenidos,Canal adquisición ... - Publicidad online pagada,Canal adquisición ... - Redes sociales,Canal adquisición ... - Otros,Canales de venta existentes,Canales de venta ... - Venta directa (Vendedores),Canales de venta ... - Venta por internet,Canales de venta ... - Distribuidores,Canales de venta ... - Canales de empresa madre (Filial),Canales de venta ... - Representante de ventas,Canales de venta ... - Oficinas comerciales propias,Canales de venta ... - Otro,Mentor o consultor,Protección del producto o servicio a través de la obtención de patentes,Etapa de desarrollo del proyecto,Emprendimiento operativo 2015,Emprendimiento operativo 2016,Año cese de actividades 2016,Emprendimiento operativo 2017,Año cese de actividades 2017,Razón del cese de operaciones 2017,Razón el emprendimiento cerró 2017,Emprendimiento operativo 2018,Año cese de actividades 2018,Razón del cese de operaciones 2018,Razón el emprendimiento cerró 2018,El emprendimiento fue vendido o fusionado 2017,Año en que fue vendido o fusionado el emprendimiento 2017,El emprendimiento fue vendido o fusionado 2018,Año en que fue vendido o fusionado el emprendimiento 2018,Ventas nacionales por tramos 2015,Ventas nacionales por tramos 2016,Ventas nacionales por tramos 2017,Ventas nacionales acumuladas por tramos hasta 2015,Ventas nacionales acumuladas por tramos hasta 2016,Ventas nacionales acumuladas por tramos hasta 2017,Exportaciones por tramos 2015,Exportaciones acumuladas por tramos hasta 2015,Ventas extranjero por tramos 2016,Ventas extranjero por tramos 2017,Ventas acumuladas extranjero por tramos hasta 2016,Ventas acumuladas extranjero por tramos hasta 2017,Capital privado nacional por tramos hasta 2015,Capital privado nacional por tramos hasta 2016,Capital privado nacional por tramos hasta 2017,Capital privado extranjero por tramos hasta 2015,Capital privado extranjero por tramos hasta 2016,Capital privado extranjero por tramos hasta 2017,Empleados por tramos 2015,Empleados por tramos 2016,Empleados part time por tramos 2016,Empleados por tramos 2017,Empleados por tramos 2018,Empleados part time por tramos 2017,Empleados part time por tramos 2018,Continentes donde vende 2017,Continentes donde vende 2018,Países donde venden 2017,Número de países donde vende 2017,Países donde venden 2018,Número de países donde vende 2018,Sobrevivencia 2017,Sobrevivencia 2018
Capital Semilla,2001,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2001,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,33000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$800.000.001 - $1.200.000.000,$1.200.000.001 - $2.500.000.000,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2001,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2001,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2001,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,8500000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2001,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,8500000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,Sí,,,,No,,No,,,$300.000.001 - $500.000.000,$500.000.001 - $800.000.000,,$1.200.000.001 - $2.500.000.000,$2.500.000.001 - $5.000.000.000,,,0,$5.000.001 - $20.000.000,0,$5.000.001 - $20.000.000,,$300.000.001 - $400.000.000,$600.000.001 - $700.000.000,,0,0,,,,11-20,21-30,1-3,1-3,Latinoamérica,Latinoamérica,Chile,1,"Chile,Colombia",2,Sí,Sí
Capital Semilla,2001,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,8500000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2001,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,8500000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2001,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,8500000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2002,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,31600000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2002,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,27259000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2002,No definido,Persona jurídica,Chile,Región del Biobío,Región del Biobío,23706000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,Sí,,,,No,,No,,,Más de $5.000.000.000,$1.200.000.001 - $2.500.000.000,,Más de $5.000.000.000,Más de $5.000.000.000,,,0,0,0,0,,$400.000.001 - $500.000.000,$400.000.001 - $500.000.000,,0,0,,,,11-20,21-30,4-10,4-10,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2002,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,31672000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2002,No definido,Persona jurídica,Chile,Región de Valparaíso,Región de Valparaíso,35000000,,,,,,,,,,,,,,,,,,,,,Nacional,,Software,,,,,,,,,,,,,,,,,,,,,,Sí,,Sí,,,,Sí,,,,No,,No,,$100.000.001 - $150.000.000,$150.000.001 - $300.000.000,$500.000.001 - $800.000.000,Más de $5.000.000.000,$1 - $5.000.000,Más de $5.000.000.000,$1 - $5.000.000,$1 - $5.000.000,0,0,$100.000.001 - $150.000.000,$50.000.001 - $100.000.000,$500.000.001 - $600.000.000,$400.000.001 - $500.000.000,$500.000.001 - $600.000.000,$100.000.001 - $200.000.000,0,0,,11-20,,4-10,11-20,11-20,11-20,Latinoamérica,"Latinoamérica, Norteamérica","Chile,Perú",2,"Chile,Estados Unidos de América,Perú",3,Sí,Sí
Capital Semilla,2002,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,30000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2002,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,24594000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2002,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,26483000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2002,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$5.000.001 - $20.000.000,,,,0,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2002,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,27498380,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$300.000.001 - $500.000.000,,,,0,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2002,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,29216667,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,Sí,,,,No,,No,,,$300.000.001 - $500.000.000,$500.000.001 - $800.000.000,,$1.200.000.001 - $2.500.000.000,$2.500.000.001 - $5.000.000.000,,,0,$5.000.001 - $20.000.000,0,$5.000.001 - $20.000.000,,$300.000.001 - $400.000.000,$600.000.001 - $700.000.000,,0,0,,,,11-20,21-30,1-3,1-3,Latinoamérica,Latinoamérica,Chile,1,"Chile,Colombia",2,Sí,Sí
Capital Semilla,2002,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,26500000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2002,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2002,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,34949860,1,Hombre,Chile,,,,,,,,,,,,,,,,,,Global,,Servicio,,,,,,,,,,,,,,,,,,,,,,Sí,,Sí,,,,Sí,,,,No,,No,,$5.000.001 - $20.000.000,$1 - $5.000.000,$1 - $5.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$1 - $5.000.000,$5.000.001 - $20.000.000,$1 - $5.000.000,0,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,1-$50.000.000,1-$50.000.000,1-$50.000.000,1 - $100.000.000,1 - $100.000.000,0,,1-3,,1-3,0,1-3,0,"Europa, Latinoamérica, Norteamérica","Latinoamérica, Asia, Europa, Norteamérica","Chile,Alemania,Colombia,España,Estados Unidos de América,Italia",6,"Chile,Alemania,Bélgica,España,Estados Unidos de América,Francia,Japón,Reino Unido",8,Sí,Sí
Capital Semilla,2002,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,No,,,,,$20.000.001 - $50.000.000,$5.000.001 - $20.000.000,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2002,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,30000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2002,No definido,Persona jurídica,Chile,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins,34907000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.500.000.001 - $5.000.000.000,$2.500.000.001 - $5.000.000.000,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2002,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2002,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,35000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2003,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,27835000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2003,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,34541000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,31500000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Más de $5.000.000.000,Más de $5.000.000.000,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2003,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona jurídica,Chile,Región de Valparaíso,Región de Valparaíso,25800000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$5.000.001 - $20.000.000,$1 - $5.000.000,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,No
Capital Semilla,2003,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,34406000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,34992482,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona jurídica,Chile,Región de Valparaíso,Región de Valparaíso,34113000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1 - $5.000.000,$100.000.001 - $150.000.000,$150.000.001 - $300.000.000,,,,0,,,,,,,,,,,,,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,No,Sí
Capital Semilla,2003,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,34862980,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2003,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,34940000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,35000000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,25500000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,Sí,,,,No,,No,,,0,$800.000.001 - $1.200.000.000,,$500.000.001 - $800.000.000,,,,0,0,0,0,,0,1-$50.000.000,,0,0,,,,1-3,1-3,1-3,0,,Latinoamérica,,0,Chile,1,Sí,Sí
Capital Semilla,2003,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,32946584,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,No,,,,,$20.000.001 - $50.000.000,0,,$100.000.001 - $150.000.000,,,,$500.000.001 - $800.000.000,,$500.000.001 - $800.000.000,,,$50.000.001 - $100.000.000,,,0,,,,,1-3,,1-3,,"Latinoamérica, Oceanía",,"Chile,Argentina,Australia,Brasil,Colombia,Ecuador,Panamá,Perú",8,,0,Sí,No
Capital Semilla,2003,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,34000000,1,Hombre,Chile,,,,5,,,,,,,,,,,,,,Global,,Servicio,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,$300.000.001 - $500.000.000,$20.000.001 - $50.000.000,$150.000.001 - $300.000.000,$800.000.001 - $1.200.000.000,,,$150.000.001 - $300.000.000,$150.000.001 - $300.000.000,,,,,$200.000.001 - $300.000.000,,,0,,,,11-20,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2003,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,33380000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,Nacional,,Hardware,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,$150.000.001 - $300.000.000,$150.000.001 - $300.000.000,$300.000.001 - $500.000.000,$1.200.000.001 - $2.500.000.000,,,$1 - $5.000.000,$1 - $5.000.000,,,,,,,,0,,,,4-10,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2003,No definido,Persona natural,Chile,Región de Magallanes y Antártica Chilena,Región de Magallanes y Antártica Chilena,34155000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona natural,Chile,Región de Tarapacá,Región de Tarapacá,16117380,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona natural,Chile,Región de Tarapacá,Región de Tarapacá,27276000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona natural,Chile,Región de Tarapacá,Región de Tarapacá,21060000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona natural,Chile,Región de Tarapacá,Región de Tarapacá,34944400,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona natural,Chile,Región de Antofagasta,Región de Antofagasta,35000000,1,Hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,No,,,,$300.000.001 - $500.000.000,,,$2.500.000.001 - $5.000.000.000,,,,0,,0,,,0,,,0,,,,,4-10,,0,,Latinoamérica,,0,Chile,1,Sin información,Sí
Capital Semilla,2003,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,25000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2003,No definido,Persona jurídica,Chile,Región de Magallanes y Antártica Chilena,Región de Magallanes y Antártica Chilena,22911750,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Más de $5.000.000.000,Más de $5.000.000.000,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2003,No definido,Persona natural,Chile,Región de Aysén del General Carlos Ibáñez del Campo,Región de Aysén del General Carlos Ibáñez del Campo,34868408,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2003,No definido,Persona jurídica,Chile,Región de Antofagasta,Región de Antofagasta,34992500,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2004,No definido,Persona jurídica,Chile,Región de Magallanes y Antártica Chilena,Región de Magallanes y Antártica Chilena,10453750,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2004,No definido,Persona jurídica,Chile,Región de Tarapacá,Región de Tarapacá,32142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2004,No definido,Persona natural,Chile,Región de Tarapacá,Región de Tarapacá,26551627,1,Hombre,Chile,,,,,,,,,,,,,,,,,,Global,,Servicio,,,,,,,,,,,,,,,,,,,,,,Sí,,Sí,,,,Sí,,,,No,,No,,,0,0,,$1 - $5.000.000,$1 - $5.000.000,,,$50.000.001 - $100.000.000,$50.000.001 - $100.000.000,$300.000.001 - $500.000.000,$300.000.001 - $500.000.000,0,0,0,0,0,0,,,,0,0,0,4-10,Europa,Europa,"Alemania,España,Francia,Italia,Reino Unido",5,"Alemania,España,Francia,Italia,Reino Unido",5,Sí,Sí
Capital Semilla,2004,No definido,Persona natural,Chile,Región de los Lagos,Región de los Lagos,29000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,No,,,,$1 - $5.000.000,,,$20.000.001 - $50.000.000,,,,0,,0,,,1-$50.000.000,,,0,,,,,0,,1-3,,Latinoamérica,,0,Chile,1,Sin información,Sí
Capital Semilla,2004,No definido,Persona natural,Chile,Región de Aysén del General Carlos Ibáñez del Campo,Región de Aysén del General Carlos Ibáñez del Campo,18780000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,Global,,Servicio,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2004,No definido,Persona natural,Chile,Región de Antofagasta,Región de Antofagasta,30000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2004,No definido,Persona natural,Chile,Región de Aysén del General Carlos Ibáñez del Campo,Región de Aysén del General Carlos Ibáñez del Campo,22793000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2004,No definido,Persona natural,Chile,Región de Magallanes y Antártica Chilena,Región de Magallanes y Antártica Chilena,9874750,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sí,Sí
Capital Semilla,2004,No definido,Persona natural,Chile,Región de los Lagos,Región de los Lagos,13522000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
